GenBank Accessions,Genome Name,Total_length,Classification,Broader_Classifications,Clade,CAZyme_freq,Trait,YAS,Trait_Freq,log_Trait_Freq
AQUJ00000000,Sphingomonas melonis C3,3929644,Soil,Environment,2_clade,23,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
AQUJ00000000,Sphingomonas melonis C3,3929644,Soil,Environment,2_clade,23,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
AQUJ00000000,Sphingomonas melonis C3,3929644,Soil,Environment,2_clade,23,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),34,3.526360525
AQZT00000000,Sphingomonas melonis DAPP-PG 224,4096005,Soil,Environment,2_clade,25,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
AQZT00000000,Sphingomonas melonis DAPP-PG 224,4096005,Soil,Environment,2_clade,25,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
AQZT00000000,Sphingomonas melonis DAPP-PG 224,4096005,Soil,Environment,2_clade,25,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),35,3.555348061
ASTM00000000,Sphingomonas sp. YL-JM2C,5916233,Wastewater,Industrial,12_clade,39,Amino Acid Related Enzymes,Growth (Y),44,3.784189634
ASTM00000000,Sphingomonas sp. YL-JM2C,5916233,Wastewater,Industrial,12_clade,39,Lipid Biosynthesis Protein,Growth (Y),57,4.043051268
ASTM00000000,Sphingomonas sp. YL-JM2C,5916233,Wastewater,Industrial,12_clade,39,Polyketide Biosynthesis Proteins,Growth (Y),1,0
ASTM00000000,Sphingomonas sp. YL-JM2C,5916233,Wastewater,Industrial,12_clade,39,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),49,3.891820298
ATTG00000000,Sphingomonas melonis FR1,4047966,Soil,Environment,2_clade,24,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
ATTG00000000,Sphingomonas melonis FR1,4047966,Soil,Environment,2_clade,24,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
ATTG00000000,Sphingomonas melonis FR1,4047966,Soil,Environment,2_clade,24,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),34,3.526360525
ATTI00000000,Sphingomonas phyllosphaerae 5.2,3920967,Soil,Environment,4_clade,26,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
ATTI00000000,Sphingomonas phyllosphaerae 5.2,3920967,Soil,Environment,4_clade,26,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
ATTI00000000,Sphingomonas phyllosphaerae 5.2,3920967,Soil,Environment,4_clade,26,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
ATYK00000000,Sphingomonas phyllosphaerae FA2,3920099,Soil,Environment,4_clade,31,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
ATYK00000000,Sphingomonas phyllosphaerae FA2,3920099,Soil,Environment,4_clade,31,Lipid Biosynthesis Protein,Growth (Y),27,3.295836866
ATYK00000000,Sphingomonas phyllosphaerae FA2,3920099,Soil,Environment,4_clade,31,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
BBJS00000000,Sphingomonas paucimobilis NBRC 13935,4327402,Clinical,Clinical,3_clade,38,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
BBJS00000000,Sphingomonas paucimobilis NBRC 13935,4327402,Clinical,Clinical,3_clade,38,Lipid Biosynthesis Protein,Growth (Y),22,3.091042453
BBJS00000000,Sphingomonas paucimobilis NBRC 13935,4327402,Clinical,Clinical,3_clade,38,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),37,3.610917913
BBPI00000000,Sphingomonas parapaucimobilis NBRC 15100,3993628,Clinical,Clinical,3_clade,26,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
BBPI00000000,Sphingomonas parapaucimobilis NBRC 15100,3993628,Clinical,Clinical,3_clade,26,Lipid Biosynthesis Protein,Growth (Y),20,2.995732274
BBPI00000000,Sphingomonas parapaucimobilis NBRC 15100,3993628,Clinical,Clinical,3_clade,26,Polyketide Biosynthesis Proteins,Growth (Y),2,0.693147181
BBPI00000000,Sphingomonas parapaucimobilis NBRC 15100,3993628,Clinical,Clinical,3_clade,26,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
BBWU01000000,Sphingomonas changbaiensis NBRC 104936,3217375,Environment,Environment,11_clade,16,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
BBWU01000000,Sphingomonas changbaiensis NBRC 104936,3217375,Environment,Environment,11_clade,16,Lipid Biosynthesis Protein,Growth (Y),20,2.995732274
BBWU01000000,Sphingomonas changbaiensis NBRC 104936,3217375,Environment,Environment,11_clade,16,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),39,3.663561646
BCTR00000000,Sphingomonas azotifigens NBRC 15497 strain NBRC 15497,5145744,Root,Plant,6_clade,35,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
BCTR00000000,Sphingomonas azotifigens NBRC 15497 strain NBRC 15497,5145744,Root,Plant,6_clade,35,Lipid Biosynthesis Protein,Growth (Y),30,3.401197382
BCTR00000000,Sphingomonas azotifigens NBRC 15497 strain NBRC 15497,5145744,Root,Plant,6_clade,35,Polyketide Biosynthesis Proteins,Growth (Y),1,0
BCTR00000000,Sphingomonas azotifigens NBRC 15497 strain NBRC 15497,5145744,Root,Plant,6_clade,35,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),43,3.761200116
BCTY00000000,Sphingomonas sanguinis NBRC 13937,4053092,Clinical,Clinical,3_clade,24,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
BCTY00000000,Sphingomonas sanguinis NBRC 13937,4053092,Clinical,Clinical,3_clade,24,Lipid Biosynthesis Protein,Growth (Y),19,2.944438979
BCTY00000000,Sphingomonas sanguinis NBRC 13937,4053092,Clinical,Clinical,3_clade,24,Polyketide Biosynthesis Proteins,Growth (Y),3,1.098612289
BCTY00000000,Sphingomonas sanguinis NBRC 13937,4053092,Clinical,Clinical,3_clade,24,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),37,3.610917913
BCTZ00000000,Sphingomonas soli NBRC 100801,3514102,Environment,Environment,6_clade,21,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
BCTZ00000000,Sphingomonas soli NBRC 100801,3514102,Environment,Environment,6_clade,21,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
BCTZ00000000,Sphingomonas soli NBRC 100801,3514102,Environment,Environment,6_clade,21,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
BCYU00000000,Sphingomonas asaccharolytica NBRC 15499,4608803,Root,Plant,5_clade,31,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
BCYU00000000,Sphingomonas asaccharolytica NBRC 15499,4608803,Root,Plant,5_clade,31,Lipid Biosynthesis Protein,Growth (Y),30,3.401197382
BCYU00000000,Sphingomonas asaccharolytica NBRC 15499,4608803,Root,Plant,5_clade,31,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),41,3.713572067
BCYW00000000,Sphingomonas koreensis NBRC 16723,4331861,Water,Water,7_clade,31,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
BCYW00000000,Sphingomonas koreensis NBRC 16723,4331861,Water,Water,7_clade,31,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
BCYW00000000,Sphingomonas koreensis NBRC 16723,4331861,Water,Water,7_clade,31,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),41,3.713572067
BCYX00000000,Sphingomonas mali NBRC 15500,5228377,Root,Plant,5_clade,43,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
BCYX00000000,Sphingomonas mali NBRC 15500,5228377,Root,Plant,5_clade,43,Lipid Biosynthesis Protein,Growth (Y),35,3.555348061
BCYX00000000,Sphingomonas mali NBRC 15500,5228377,Root,Plant,5_clade,43,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),42,3.737669618
BCYY00000000,Sphingomonas pituitosa NBRC 102491,4743156,Water,Water,6_clade,37,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
BCYY00000000,Sphingomonas pituitosa NBRC 102491,4743156,Water,Water,6_clade,37,Lipid Biosynthesis Protein,Growth (Y),22,3.091042453
BCYY00000000,Sphingomonas pituitosa NBRC 102491,4743156,Water,Water,6_clade,37,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),43,3.761200116
BCYZ00000000,Sphingomonas pruni NBRC 15498,4482342,Root,Plant,5_clade,29,Amino Acid Related Enzymes,Growth (Y),40,3.688879454
BCYZ00000000,Sphingomonas pruni NBRC 15498,4482342,Root,Plant,5_clade,29,Lipid Biosynthesis Protein,Growth (Y),32,3.465735903
BCYZ00000000,Sphingomonas pruni NBRC 15498,4482342,Root,Plant,5_clade,29,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),45,3.80666249
BDJB00000000,Sphingomonas sp. TZW2008 strain TZW2008,3502668,Protist,Other,4_clade,28,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
BDJB00000000,Sphingomonas sp. TZW2008 strain TZW2008,3502668,Protist,Other,4_clade,28,Lipid Biosynthesis Protein,Growth (Y),31,3.433987204
BDJB00000000,Sphingomonas sp. TZW2008 strain TZW2008,3502668,Protist,Other,4_clade,28,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
BJXI01000000,Sphingomonas aquatilis NBRC 16722,3932334,Water,Water,2_clade,23,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
BJXI01000000,Sphingomonas aquatilis NBRC 16722,3932334,Water,Water,2_clade,23,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
BJXI01000000,Sphingomonas aquatilis NBRC 16722,3932334,Water,Water,2_clade,23,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),35,3.555348061
CABKLS010000001,uncultured Sphingomonas sp. strain MGYG-HGUT-01262,3667136,Clinical,Clinical,4_clade,22,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
CABKLS010000001,uncultured Sphingomonas sp. strain MGYG-HGUT-01262,3667136,Clinical,Clinical,4_clade,22,Lipid Biosynthesis Protein,Growth (Y),30,3.401197382
CABKLS010000001,uncultured Sphingomonas sp. strain MGYG-HGUT-01262,3667136,Clinical,Clinical,4_clade,22,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),39,3.663561646
CP000699,Sphingomonas wittichii RW1,5915246,Water,Water,12_clade,36,Amino Acid Related Enzymes,Growth (Y),44,3.784189634
CP000699,Sphingomonas wittichii RW1,5915246,Water,Water,12_clade,36,Lipid Biosynthesis Protein,Growth (Y),51,3.931825633
CP000699,Sphingomonas wittichii RW1,5915246,Water,Water,12_clade,36,Polyketide Biosynthesis Proteins,Growth (Y),1,0
CP000699,Sphingomonas wittichii RW1,5915246,Water,Water,12_clade,36,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),49,3.891820298
CP004036,Sphingomonas sp. MM-1,4633613,Contaminated site,Contaminated site,12_clade,13,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
CP004036,Sphingomonas sp. MM-1,4633613,Contaminated site,Contaminated site,12_clade,13,Lipid Biosynthesis Protein,Growth (Y),30,3.401197382
CP004036,Sphingomonas sp. MM-1,4633613,Contaminated site,Contaminated site,12_clade,13,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),41,3.713572067
CP006644.1,Sphingomonas sanxanigenens DSM 19645 = NX02,6205897,Soil,Environment,11_clade,35,Amino Acid Related Enzymes,Growth (Y),40,3.688879454
CP006644.1,Sphingomonas sanxanigenens DSM 19645 = NX02,6205897,Soil,Environment,11_clade,35,Lipid Biosynthesis Protein,Growth (Y),41,3.713572067
CP006644.1,Sphingomonas sanxanigenens DSM 19645 = NX02,6205897,Soil,Environment,11_clade,35,Polyketide Biosynthesis Proteins,Growth (Y),2,0.693147181
CP006644.1,Sphingomonas sanxanigenens DSM 19645 = NX02,6205897,Soil,Environment,11_clade,35,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),44,3.784189634
CP009571.1,Sphingomonas taxi ATCC 55669,4061902,Plant,Plant,2_clade,31,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
CP009571.1,Sphingomonas taxi ATCC 55669,4061902,Plant,Plant,2_clade,31,Lipid Biosynthesis Protein,Growth (Y),25,3.218875825
CP009571.1,Sphingomonas taxi ATCC 55669,4061902,Plant,Plant,2_clade,31,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),35,3.555348061
CP010836,Sphingomonas sp. WHSC-8,5228389,Soil,Environment,6_clade,40,Amino Acid Related Enzymes,Growth (Y),44,3.784189634
CP010836,Sphingomonas sp. WHSC-8,5228389,Soil,Environment,6_clade,40,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
CP010836,Sphingomonas sp. WHSC-8,5228389,Soil,Environment,6_clade,40,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),51,3.931825633
CP013916,Sphingomonas sp. LK11 strain LK11,3938206,Leaf,Plant,3_clade,31,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
CP013916,Sphingomonas sp. LK11 strain LK11,3938206,Leaf,Plant,3_clade,31,Lipid Biosynthesis Protein,Growth (Y),20,2.995732274
CP013916,Sphingomonas sp. LK11 strain LK11,3938206,Leaf,Plant,3_clade,31,Polyketide Biosynthesis Proteins,Growth (Y),3,1.098612289
CP013916,Sphingomonas sp. LK11 strain LK11,3938206,Leaf,Plant,3_clade,31,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),37,3.610917913
CP014168,Sphingomonas panacis strain DCY99,5322941,Root,Plant,5_clade,47,Amino Acid Related Enzymes,Growth (Y),40,3.688879454
CP014168,Sphingomonas panacis strain DCY99,5322941,Root,Plant,5_clade,47,Lipid Biosynthesis Protein,Growth (Y),30,3.401197382
CP014168,Sphingomonas panacis strain DCY99,5322941,Root,Plant,5_clade,47,Polyketide Biosynthesis Proteins,Growth (Y),3,1.098612289
CP014168,Sphingomonas panacis strain DCY99,5322941,Root,Plant,5_clade,47,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),44,3.784189634
CP016306,Sphingomonas sp. KC8 strain KC8,4123013,Wastewater,Industrial,12_clade,21,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
CP016306,Sphingomonas sp. KC8 strain KC8,4123013,Wastewater,Industrial,12_clade,21,Lipid Biosynthesis Protein,Growth (Y),31,3.433987204
CP016306,Sphingomonas sp. KC8 strain KC8,4123013,Wastewater,Industrial,12_clade,21,Polyketide Biosynthesis Proteins,Growth (Y),1,0
CP016306,Sphingomonas sp. KC8 strain KC8,4123013,Wastewater,Industrial,12_clade,21,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),41,3.713572067
CP017578,Sphingomonas melonis TY,4196755,Other,Other,2_clade,26,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
CP017578,Sphingomonas melonis TY,4196755,Other,Other,2_clade,26,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
CP017578,Sphingomonas melonis TY,4196755,Other,Other,2_clade,26,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),46,3.828641396
CP018820,Sphingomonas sp. ABOJV,4819238,Environment,Environment,7_clade,32,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
CP018820,Sphingomonas sp. ABOJV,4819238,Environment,Environment,7_clade,32,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
CP018820,Sphingomonas sp. ABOJV,4819238,Environment,Environment,7_clade,32,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
CP019511,Sphingomonas sp. LM7 strain LM7,4155514,Water,Water,6_clade,31,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
CP019511,Sphingomonas sp. LM7 strain LM7,4155514,Water,Water,6_clade,31,Lipid Biosynthesis Protein,Growth (Y),22,3.091042453
CP019511,Sphingomonas sp. LM7 strain LM7,4155514,Water,Water,6_clade,31,Polyketide Biosynthesis Proteins,Growth (Y),1,0
CP019511,Sphingomonas sp. LM7 strain LM7,4155514,Water,Water,6_clade,31,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),37,3.610917913
CP023705,Sphingomonas melonis strain ZJ26,3653375,Seed,Plant,2_clade,25,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
CP023705,Sphingomonas melonis strain ZJ26,3653375,Seed,Plant,2_clade,25,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
CP023705,Sphingomonas melonis strain ZJ26,3653375,Seed,Plant,2_clade,25,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),34,3.526360525
CP029761,Sphingomonas sp. IC081,5524971,Wastewater,Industrial,10_clade,32,Amino Acid Related Enzymes,Growth (Y),39,3.663561646
CP029761,Sphingomonas sp. IC081,5524971,Wastewater,Industrial,10_clade,32,Lipid Biosynthesis Protein,Growth (Y),26,3.258096538
CP029761,Sphingomonas sp. IC081,5524971,Wastewater,Industrial,10_clade,32,Polyketide Biosynthesis Proteins,Growth (Y),1,0
CP029761,Sphingomonas sp. IC081,5524971,Wastewater,Industrial,10_clade,32,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),43,3.761200116
CP029985,Sphingomonas sp. FARSPH,3761538,Other,Other,2_clade,30,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
CP029985,Sphingomonas sp. FARSPH,3761538,Other,Other,2_clade,30,Lipid Biosynthesis Protein,Growth (Y),21,3.044522438
CP029985,Sphingomonas sp. FARSPH,3761538,Other,Other,2_clade,30,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),35,3.555348061
CP034357,Sphingomonas sp. C8-2,5758785,Soil,Environment,12_clade,39,Amino Acid Related Enzymes,Growth (Y),42,3.737669618
CP034357,Sphingomonas sp. C8-2,5758785,Soil,Environment,12_clade,39,Lipid Biosynthesis Protein,Growth (Y),49,3.891820298
CP034357,Sphingomonas sp. C8-2,5758785,Soil,Environment,12_clade,39,Polyketide Biosynthesis Proteins,Growth (Y),1,0
CP034357,Sphingomonas sp. C8-2,5758785,Soil,Environment,12_clade,39,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),47,3.850147602
CP037913,Sphingomonas sp. AAP5,4382271,Water,Water,5_clade,29,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
CP037913,Sphingomonas sp. AAP5,4382271,Water,Water,5_clade,29,Lipid Biosynthesis Protein,Growth (Y),29,3.36729583
CP037913,Sphingomonas sp. AAP5,4382271,Water,Water,5_clade,29,Polyketide Biosynthesis Proteins,Growth (Y),1,0
CP037913,Sphingomonas sp. AAP5,4382271,Water,Water,5_clade,29,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),45,3.80666249
CP039249,Sphingomonas sp. PAMC26645,4283956,Environment,Environment,1_clade,39,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
CP039249,Sphingomonas sp. PAMC26645,4283956,Environment,Environment,1_clade,39,Lipid Biosynthesis Protein,Growth (Y),26,3.258096538
CP039249,Sphingomonas sp. PAMC26645,4283956,Environment,Environment,1_clade,39,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),34,3.526360525
CP042239,Sphingomonas sp. XS-10,4154291,Soil,Environment,7_clade,25,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
CP042239,Sphingomonas sp. XS-10,4154291,Soil,Environment,7_clade,25,Lipid Biosynthesis Protein,Growth (Y),29,3.36729583
CP042239,Sphingomonas sp. XS-10,4154291,Soil,Environment,7_clade,25,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),38,3.63758616
CP042306,Sphingomonas sp. HKS19,3403025,Soil,Environment,5_clade,22,Amino Acid Related Enzymes,Growth (Y),32,3.465735903
CP042306,Sphingomonas sp. HKS19,3403025,Soil,Environment,5_clade,22,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
CP042306,Sphingomonas sp. HKS19,3403025,Soil,Environment,5_clade,22,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),33,3.496507561
CP046535,Sphingomonas sp. LMO-1,4538634,Sediment,Water,12_clade,34,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
CP046535,Sphingomonas sp. LMO-1,4538634,Sediment,Water,12_clade,34,Lipid Biosynthesis Protein,Growth (Y),30,3.401197382
CP046535,Sphingomonas sp. LMO-1,4538634,Sediment,Water,12_clade,34,Polyketide Biosynthesis Proteins,Growth (Y),1,0
CP046535,Sphingomonas sp. LMO-1,4538634,Sediment,Water,12_clade,34,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
CP048422,Sphingomonas insulae strain KCTC 12872,3742477,Soil,Environment,2_clade,33,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
CP048422,Sphingomonas insulae strain KCTC 12872,3742477,Soil,Environment,2_clade,33,Lipid Biosynthesis Protein,Growth (Y),22,3.091042453
CP048422,Sphingomonas insulae strain KCTC 12872,3742477,Soil,Environment,2_clade,33,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),34,3.526360525
CP053015,Sphingomonas sp. CSW-10,2977834,Water,Water,10_clade,11,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
CP053015,Sphingomonas sp. CSW-10,2977834,Water,Water,10_clade,11,Lipid Biosynthesis Protein,Growth (Y),36,3.583518938
CP053015,Sphingomonas sp. CSW-10,2977834,Water,Water,10_clade,11,Polyketide Biosynthesis Proteins,Growth (Y),2,0.693147181
CP053015,Sphingomonas sp. CSW-10,2977834,Water,Water,10_clade,11,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),35,3.555348061
DBBS00000000,Sphingomonas sp. UBA978,3618807,Water,Water,2_clade,33,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
DBBS00000000,Sphingomonas sp. UBA978,3618807,Water,Water,2_clade,33,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
DBBS00000000,Sphingomonas sp. UBA978,3618807,Water,Water,2_clade,33,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),35,3.555348061
FMWX01000000,Sphingomonas sp. NFR15,4398675,Root,Plant,5_clade,38,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
FMWX01000000,Sphingomonas sp. NFR15,4398675,Root,Plant,5_clade,38,Lipid Biosynthesis Protein,Growth (Y),21,3.044522438
FMWX01000000,Sphingomonas sp. NFR15,4398675,Root,Plant,5_clade,38,Polyketide Biosynthesis Proteins,Growth (Y),3,1.098612289
FMWX01000000,Sphingomonas sp. NFR15,4398675,Root,Plant,5_clade,38,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),44,3.784189634
FMZJ00000000,Sphingomonas sp. YR710,4361255,Root,Plant,12_clade,21,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
FMZJ00000000,Sphingomonas sp. YR710,4361255,Root,Plant,12_clade,21,Lipid Biosynthesis Protein,Growth (Y),25,3.218875825
FMZJ00000000,Sphingomonas sp. YR710,4361255,Root,Plant,12_clade,21,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),41,3.713572067
FNBI01000000,Sphingomonas sp. S7-754,4044312,Plant,Plant,3_clade,38,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
FNBI01000000,Sphingomonas sp. S7-754,4044312,Plant,Plant,3_clade,38,Lipid Biosynthesis Protein,Growth (Y),21,3.044522438
FNBI01000000,Sphingomonas sp. S7-754,4044312,Plant,Plant,3_clade,38,Polyketide Biosynthesis Proteins,Growth (Y),1,0
FNBI01000000,Sphingomonas sp. S7-754,4044312,Plant,Plant,3_clade,38,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
FNZB00000000,Sphingomonas sp. OV641,4440765,Root,Plant,4_clade,30,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
FNZB00000000,Sphingomonas sp. OV641,4440765,Root,Plant,4_clade,30,Lipid Biosynthesis Protein,Growth (Y),34,3.526360525
FNZB00000000,Sphingomonas sp. OV641,4440765,Root,Plant,4_clade,30,Polyketide Biosynthesis Proteins,Growth (Y),1,0
FNZB00000000,Sphingomonas sp. OV641,4440765,Root,Plant,4_clade,30,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),39,3.663561646
FNZZ00000000,Sphingomonas sp. JS21-1,3272897,Leaf,Plant,4_clade,23,Amino Acid Related Enzymes,Growth (Y),32,3.465735903
FNZZ00000000,Sphingomonas sp. JS21-1,3272897,Leaf,Plant,4_clade,23,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
FNZZ00000000,Sphingomonas sp. JS21-1,3272897,Leaf,Plant,4_clade,23,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),33,3.496507561
FOCF00000000,Sphingomonas sp. S6-262,3847972,Plant,Plant,3_clade,26,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
FOCF00000000,Sphingomonas sp. S6-262,3847972,Plant,Plant,3_clade,26,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
FOCF00000000,Sphingomonas sp. S6-262,3847972,Plant,Plant,3_clade,26,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),42,3.737669618
FORV01000000,Sphingomonas sp. NFR04,4772316,Root,Plant,6_clade,40,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
FORV01000000,Sphingomonas sp. NFR04,4772316,Root,Plant,6_clade,40,Lipid Biosynthesis Protein,Growth (Y),28,3.33220451
FORV01000000,Sphingomonas sp. NFR04,4772316,Root,Plant,6_clade,40,Polyketide Biosynthesis Proteins,Growth (Y),2,0.693147181
FORV01000000,Sphingomonas sp. NFR04,4772316,Root,Plant,6_clade,40,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),39,3.663561646
FOVZ00000000,Sphingomonas sp. OK281,5050724,Root,Plant,1_clade,46,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
FOVZ00000000,Sphingomonas sp. OK281,5050724,Root,Plant,1_clade,46,Lipid Biosynthesis Protein,Growth (Y),27,3.295836866
FOVZ00000000,Sphingomonas sp. OK281,5050724,Root,Plant,1_clade,46,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
FOXP00000000,Sphingomonas rubra strain CGMCC 1.9113,3200202,Bioreactor,Industrial,3_clade,16,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
FOXP00000000,Sphingomonas rubra strain CGMCC 1.9113,3200202,Bioreactor,Industrial,3_clade,16,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
FOXP00000000,Sphingomonas rubra strain CGMCC 1.9113,3200202,Bioreactor,Industrial,3_clade,16,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),34,3.526360525
FOZG00000000,Sphingomonas sp. S5-249,4060565,Plant,Plant,12_clade,22,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
FOZG00000000,Sphingomonas sp. S5-249,4060565,Plant,Plant,12_clade,22,Lipid Biosynthesis Protein,Growth (Y),32,3.465735903
FOZG00000000,Sphingomonas sp. S5-249,4060565,Plant,Plant,12_clade,22,Polyketide Biosynthesis Proteins,Growth (Y),1,0
FOZG00000000,Sphingomonas sp. S5-249,4060565,Plant,Plant,12_clade,22,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),38,3.63758616
FUYM00000000,Sphingomonas histidinilytica strain UM2,5473339,Contaminated site,Contaminated site,12_clade,38,Amino Acid Related Enzymes,Growth (Y),43,3.761200116
FUYM00000000,Sphingomonas histidinilytica strain UM2,5473339,Contaminated site,Contaminated site,12_clade,38,Lipid Biosynthesis Protein,Growth (Y),47,3.850147602
FUYM00000000,Sphingomonas histidinilytica strain UM2,5473339,Contaminated site,Contaminated site,12_clade,38,Polyketide Biosynthesis Proteins,Growth (Y),1,0
FUYM00000000,Sphingomonas histidinilytica strain UM2,5473339,Contaminated site,Contaminated site,12_clade,38,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),48,3.871201011
